FixedFormatFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"怪物ID，（定义规则：NXXXYYZZZ；  N为大类，1测试；2地图怪物，3副本怪物，4NPC，5功能型；XXX为所在地图ID；  YY为子类型，N=2,3时，00为小怪，02为首领；N=4时，应为00；N=5时，01表示传送；   ZZZ为编号）",怪物名（可不填，仅为方便脚本配置人员了解是哪个怪物）,怪物模型资源名字，字符串，用于显示,模型厚度比例x,模型身高比例y,模型宽度比例z,模型颜色红色,模型颜色绿色,模型颜色蓝色,模型透明度,怪物头像图片资源名字，字符串,调色板ID（造型相同的怪物颜色不同）,AI信息的ID,"类型, 10：一般怪物，11：不可被攻击的怪物",怪物的种族,怪物的派别,不填为小怪；2为头领；3为稀有；4为护卫；5为BOSS；6为BBOSS头领；7为囚笼；,是否被过滤,怪物的等级,阵营（0：全门派友善； 123：对应门派ID，与本门派友善，与其它门派敌对； 11；全门派敌对）， 注：玩家和玩家召唤的宠物的静态阵营ID都是其所属门派ID,能否被选中，0：表示可以被选中，1：表示不能被选中,为1表示可以对话,怪物的视野，单位：米,为1表示不接受事件,怪物被杀死后，玩家获得的金钱，绑定,怪物可被攻击的半径，用于建筑等体积巨大的物件,怪物占位的半径：单位：分米,为1表示生物无占位,相对回归半径,绝对回归半径,时间回归，单位：毫秒,为1表示回归时不回血,基本移动速度，单位：x毫秒/米,基础攻击速度，单位：x毫秒/次,怪物的奖励归属类型，1：最后的攻击者拥有奖励，2：第一个攻击者拥有奖励，3：持续攻击者拥有奖励，4：指定奖励拥有者，5：最后的玩家攻击者拥有奖励（宠物、召唤兽等杀死不算），6：按伤害比例进行计算怪物归属，7：队伍分配时随机选择队员获得奖励,怪物掉落ID的集合，形如：ID1+ID2+ID3,技能索引集合，形如：Index1+Index2+Index3,对应技能使用概率的集合，千分比，形如：Prob1+Prob2+Prob3,怪物属性，配合技能使用,怪物出生动画光效,功能集(1、任务 2、传送 3、任务 8、商店 10、寄售 20、法宝炼制 40、法宝经验 80、法宝替换 100、排行版 200、激活码信息),每个功能对应的功能ID,怪物势力,性别(1男，2女),AI跟踪,怪物称号,头顶图片,骑乘动画（坐骑专用）,移动动画（坐骑专用）,休闲动画（坐骑专用）,属性计算公式类型ID，10000001是幻兽公式,对应采集物ID,魂数量，搜魂灯使用,特殊死亡动画机率(1000分制),特殊死亡动画,荣誉点,是否不消耗亲朋金币(1表示不消耗，0表示消耗亲朋币),击杀率下限(1-1000),击杀率上限(1-1000),免伤率
200400019,氏族战士,MST_28_JLHY_01.eqs,100,100,100,,,,,,,3116,10,,,1,,24,11,,,13,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,20,5
200400020,异人勇者,MST_31_ZRSYM_02.eqs,100,100,100,,,,,,,3115,10,,,1,,24,11,,,13,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,25,5
200400021,拜月祭炼师,MST_13_XM_01.eqs,100,100,100,,,,,,,3115,10,,,1,,24,11,,,13,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,25,5
200400022,异人守护,MST_35_LHJ_01.eqs,130,130,130,,,,,,,3116,10,,,1,,25,11,,,13,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,20,5
200400023,祭典官,MST_13_XM_03.eqs,100,100,100,,,,,,,3117,10,,,1,,25,11,,,13,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,30,5
200400024,祭坛守卫,MST_23_YYXL_02.eqs,100,100,100,,,,,,,312,10,,,1,,26,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,100,,,,TY_oth_baozha_2_siwang,20,,,,5
200405001,百年修真狐,MST_08_MH_03.eqs,230,230,230,,,,,,,311,10,,,1,,20,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200405002,婴灵修士,MST_39_RSG_03.eqs,200,200,200,,,,,,,311,10,,,1,,22,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200405003,堕落女魔修,MST_33_BLJS_03.eqs,160,160,160,,,,,,,311,10,,,1,,24,11,,,15,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200405004,拜月长者,MST_23_YYXL_03.eqs,180,180,180,,,,,,,311,10,,,1,,28,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,坠仙平原,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200700001,须弥猿,MST_05_SMYH_01.eqs,100,100,100,,,,,,,3113,10,,,1,,26,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,4,12,5
200700002,妖猿,HJ02.eqs,100,100,100,,,,,,,3114,10,,,1,,36,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,18,5
200700003,恐狼,MST_12_YL_03.eqs,100,100,100,,,,,,,3115,10,,,1,,28,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700004,人狼,MST_07_JPLW_01.eqs,100,100,100,,,,,,,3114,10,,,1,,28,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,18,5
200700005,银枪人狼,MST_07_JPLW_02.eqs,100,100,100,,,,,,,3115,10,,,1,,29,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700006,鬼指狼魔,MST_35_LHJ_02.eqs,100,100,100,,,,,,,3116,10,,,1,,30,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700007,食人妖花,MST_88_SRH_02.eqs,90,90,90,,,,,,,3114,10,,,1,,30,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,18,5
200700008,魔山狮,MST_15_BW_01.eqs,90,90,90,,,,,,,3115,10,,,1,,31,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700009,蓝纹魔狮,MST_15_BW_02.eqs,90,90,90,,,,,,,3116,10,,,1,,32,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700010,魔山精灵,MST_39_RSG_02.eqs,120,120,120,,,,,,,3113,10,,,1,,32,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,4,12,5
200700011,伏魔山妖,MST_40_LZWW_02.eqs,120,120,120,,,,,,,3115,10,,,1,,33,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700012,灵妖,MST_60_CYTZ_03.eqs,120,120,120,,,,,,,3115,10,,,1,,34,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700013,羊角守卫,MST_28_JLHY_01.eqs,100,100,100,,,,,,,3116,10,,,1,,34,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700014,修罗战士,MST_31_ZRSYM_01.eqs,100,100,100,,,,,,,3115,10,,,1,,35,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700015,图腾角士,MST_28_JLHY_02.eqs,100,100,100,,,,,,,3116,10,,,1,,36,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700016,拜月狂刀,MST_23_YYXL_01.eqs,100,100,100,,,,,,,3116,10,,,1,,36,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700017,首级收割者,MST_35_LHJ_01.eqs,100,100,100,,,,,,,3117,10,,,1,,37,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,36,5
200700018,魔山守卫,MST_31_ZRSYM_02.eqs,100,100,100,,,,,,,3113,10,,,1,,38,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,4,12,5
200700019,妖毒祭祀,MST_13_XM_01.eqs,100,100,100,,,,,,,3115,10,,,1,,38,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700020,魔山祭师,MST_13_XM_02.eqs,100,100,100,,,,,,,3117,10,,,1,,39,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,36,5
200700021,异人妖师,MST_13_XM_03.eqs,100,100,100,,,,,,,3116,10,,,1,,40,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700022,无主孤魂,MST_14_XY_01.eqs,100,100,100,,,,,,,3115,10,,,1,,40,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700023,怨魂,MST_27_FYG_01.eqs,100,100,100,,,,,,,3117,10,,,1,,41,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,36,5
200700024,幽魂女鬼,MST_14_XY_02.eqs,100,100,100,,,,,,,3114,10,,,1,,42,11,,,6,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,18,5
200700025,巨石傀儡,MST_71_TLS_01.eqs,130,130,130,,,,,,,3116,10,,,1,,42,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,24,5
200700026,伏魔山鬼童,MST_40_LZWW_03.eqs,130,130,130,,,,,,,3115,10,,,1,,43,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,30,5
200700027,龙血枯骨,MST_36_YSJ_01.eqs,100,100,100,,,,,,,3117,10,,,1,,44,11,,,6,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,36,5
200705001,须弥王,MST_05_SMYH_03.eqs,220,220,220,,,,,,,311,10,,,1,,40,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705002,人狼王,MST_07_JPLW_03.eqs,180,180,180,,,,,,,311,10,,,1,,32,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705003,伏魔山狮王,MST_15_BW_03.eqs,190,190,190,,,,,,,311,10,,,1,,34,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705004,魔山地灵王,MST_60_CYTZ_03.eqs,190,190,190,,,,,,,311,10,,,1,,36,11,,,15,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705005,巨斧战将,MST_28_JLHY_03.eqs,200,200,200,,,,,,,311,10,,,1,,38,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705006,狂刀统领,MST_23_YYXL_03.eqs,200,200,200,,,,,,,311,10,,,1,,40,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705007,拜月大祭司,MST_13_XM_03.eqs,200,200,200,,,,,,,311,10,,,1,,42,11,,,15,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705008,怨魂之主,MST_14_XY_03.eqs,200,200,200,,,,,,,311,10,,,1,,44,11,,,15,,,,5,,10,10,,,500,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705009,地灵王,MST_71_TLS_03.eqs,300,300,300,,,,,,,311,10,,,1,,45,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705010,云游山人,MST_58_KLZL_02.eqs,160,160,160,,,,,,,311,10,,,1,,36,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
200705011,破碎之魂,MST_87_YH.eqs,160,160,160,,,,,,,311,10,,,1,,64,11,,,15,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,伏魔山,,,,,,,,300,,,,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210100001,铁戟鸟头妖,MST_11_YSDSW_01.eqs,100,100,100,,,,,,,3113,10,,,1,,42,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,4,14,5
210100002,烈焰狼,MST_12_YL_02.eqs,100,100,100,,,,,,,3114,10,,,1,,43,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100003,魔戟收尸怪,MST_07_JPLW_03.eqs,120,120,120,,,,,,,3115,10,,,1,,45,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100004,青衣女鬼,MST_14_XY_01.eqs,100,100,100,,,,,,,3114,10,,,1,,44,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100005,浮游鬼,MST_27_FYG_01.eqs,100,100,100,,,,,,,3115,10,,,1,,44,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100006,鬼佬,MST_59_HJFW_01.eqs,120,120,120,,,,,,,3116,10,,,1,,45,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100007,受难鬼,MST_41_YPJ_01.eqs,100,100,100,,,,,,,3114,10,,,1,,46,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100008,魔池鬼童,MST_40_LZWW_01.eqs,200,200,200,,,,,,,3115,10,,,1,,46,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100009,火纹半身伥,MST_41_YPJ_02.eqs,100,100,100,,,,,,,3116,10,,,1,,47,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100010,搜魂鬼吏,MST_64_QMZZ_01.eqs,100,100,100,,,,,,,3116,10,,,1,,48,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100011,芒星法度鬼,MST_64_QMZZ_02.eqs,100,100,100,,,,,,,3117,10,,,1,,49,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100012,普渡散仙,MST_10_BHXW_01.eqs,100,100,100,,,,,,,3115,10,,,1,,49,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100013,剔骨鬼,MST_19_FCKL_01.eqs,100,100,100,,,,,,,3114,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100014,鬼剑,MST_57_SSJX_01.eqs,100,100,100,,,,,,,3115,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100015,行刑之镰,MST_19_FCKL_02.eqs,100,100,100,,,,,,,3114,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100016,鬼面傀儡,MST_81_HKL_01.eqs,100,100,100,,,,,,,3115,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100017,天火守卫,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,3116,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100018,吞火师,MST_81_HKL_02.eqs,100,100,100,,,,,,,3117,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100019,骨龙,MST_36_YSJ_01.eqs,100,100,100,,,,,,,3114,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100020,黑暗枯骨,MST_36_YSJ_02.eqs,100,100,100,,,,,,,3117,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100021,枯骨守护,MST_92_PR_01.eqs,120,120,120,,,,,,,3116,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100022,炎月妖人,MST_35_LHJ_02.eqs,100,100,100,,,,,,,3114,10,,,1,,48,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,6,21,5
210100023,炎月祭司,MST_37_HSG_01.eqs,100,100,100,,,,,,,3115,10,,,1,,48,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100024,炎月利爪,MST_35_LHJ_01.eqs,100,100,100,,,,,,,3116,10,,,1,,51,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210100025,炎月利爪魔,MST_35_LHJ_02.eqs,100,100,100,,,,,,,3117,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100026,炎月魔爪,MST_35_LHJ_03.eqs,100,100,100,,,,,,,3115,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100027,炎月守卫,MST_13_XM_02.eqs,120,120,120,,,,,,,3117,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100028,魔爪守卫,MST_35_LHJ_03.eqs,120,120,120,,,,,,,313,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
210100029,妖矛守卫,MST_11_YSDSW_02.eqs,120,120,120,,,,,,,3115,10,,,1,,52,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100030,幽魂守卫,MST_27_FYG_02.eqs,120,120,120,,,,,,,313,10,,,1,,46,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
210100031,罗刹半身卫,MST_41_YPJ_03.eqs,120,120,120,,,,,,,3117,10,,,1,,47,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,12,42,5
210100032,恐怖守卫,MST_19_FCKL_03.eqs,120,120,120,,,,,,,3115,10,,,1,,53,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,10,35,5
210100033,魔火守卫,MST_81_HKL_03.eqs,120,120,120,,,,,,,3116,10,,,1,,53,11,,,5,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,8,28,5
210105001,魔戟大将军,MST_11_YSDSW_02.eqs,200,200,200,,,,,,,311,10,,,1,,43,11,,,4,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
210105002,摄魂者,MST_32_ZLHY_01.eqs,200,200,200,,,,,,,311,10,,,1,,53,11,,,4,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
210105003,游魂奴役师,MST_27_FYG_02.eqs,200,200,200,,,,,,,311,10,,,1,,53,11,,,4,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
210105004,噬魂鬼使,MST_27_FYG_03.eqs,200,200,200,,,,,,,311,10,,,1,,45,11,,,4,,,,5,,10,10,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,禁锢之地,,,,,,,,200,,,,TY_oth_baozha_2_siwang,20,,,,5
